,state_po,county,cor_pred,Repnum_x,Demnum_x,Repnum_y,Demnum_y
687,NC,Swain,3,3,0,3,0
688,NC,Union,3,3,0,3,0
689,NC,Montgomery,3,3,0,3,0
690,NC,Alleghany,3,3,0,3,0
691,NC,Alexander,3,3,0,3,0
692,NC,Watauga,3,2,1,2,1
693,NC,Alamance,3,3,0,3,0
694,NC,Wayne,3,3,0,3,0
695,NC,Wilkes,3,3,0,3,0
696,NC,Sampson,3,3,0,3,0
697,NC,Beaufort,3,3,0,3,0
698,NC,Rutherford,3,3,0,3,0
699,NC,Rowan,3,3,0,3,0
700,NC,Rockingham,3,3,0,3,0
701,NC,Robeson,3,1,2,1,2
702,NC,Richmond,3,1,2,1,2
703,NC,Randolph,3,3,0,3,0
704,NC,Polk,3,3,0,3,0
705,NC,Person,3,3,0,3,0
706,NC,Perquimans,3,3,0,3,0
707,NC,Pender,3,3,0,3,0
708,NC,Pamlico,3,3,0,3,0
709,NC,Onslow,3,3,0,3,0
710,NC,Brunswick,3,3,0,3,0
711,NC,New Hanover,3,3,0,3,0
712,NC,Moore,3,3,0,3,0
713,NE,Burt,3,3,0,3,0
714,NE,Butler,3,3,0,3,0
715,NE,Cass,3,3,0,3,0
716,MT,Jefferson,3,3,0,3,0
717,NJ,Cape May,3,3,0,3,0
718,NJ,Gloucester,3,1,2,1,2
719,NJ,Hunterdon,3,3,0,3,0
720,MT,Judith Basin,3,3,0,3,0
721,NJ,Morris,3,3,0,3,0
722,NJ,Ocean,3,3,0,3,0
723,NJ,Sussex,3,3,0,3,0
724,NM,Lea,3,3,0,3,0
725,NJ,Warren,3,3,0,3,0
726,NM,Catron,3,3,0,3,0
727,NM,Chaves,3,3,0,3,0
728,NM,Curry,3,3,0,3,0
729,NM,De Baca,3,3,0,3,0
730,NM,Eddy,3,3,0,3,0
731,MT,Liberty,3,3,0,3,0
732,MT,Lincoln,3,3,0,3,0
733,MT,Madison,3,3,0,3,0
734,NE,York,3,3,0,3,0
735,NE,Wheeler,3,3,0,3,0
736,NE,Webster,3,3,0,3,0
737,MT,McCone,3,3,0,3,0
738,NE,Wayne,3,3,0,3,0
739,NE,Washington,3,3,0,3,0
740,NE,Valley,3,3,0,3,0
741,MT,Meagher,3,3,0,3,0
742,NE,Thomas,3,3,0,3,0
743,NE,Thayer,3,3,0,3,0
744,NE,Stanton,3,3,0,3,0
745,NE,Sioux,3,3,0,3,0
746,NE,Sherman,3,3,0,3,0
747,NE,Sheridan,3,3,0,3,0
748,NM,Harding,3,3,0,3,0
749,NM,Lincoln,3,3,0,3,0
750,NE,Scotts Bluff,3,3,0,3,0
751,NV,Pershing,3,3,0,3,0
752,NV,Lincoln,3,3,0,3,0
753,NV,Lyon,3,3,0,3,0
754,NV,Mineral,3,3,0,3,0
755,NV,Nye,3,3,0,3,0
756,MT,Flathead,3,3,0,3,0
757,MT,Fergus,3,3,0,3,0
758,MT,Fallon,3,3,0,3,0
759,NM,Otero,3,3,0,3,0
760,NV,Storey,3,3,0,3,0
761,MT,Dawson,3,3,0,3,0
762,NV,White Pine,3,3,0,3,0
763,MT,Daniels,3,3,0,3,0
764,NY,Allegany,3,3,0,3,0
765,NY,Broome,3,1,2,1,2
766,NV,Lander,3,3,0,3,0
767,MT,Gallatin,3,2,1,2,1
768,NV,Humboldt,3,3,0,3,0
769,NV,Eureka,3,3,0,3,0
770,NV,Esmeralda,3,3,0,3,0
771,NV,Elko,3,3,0,3,0
772,NV,Douglas,3,3,0,3,0
773,NV,Churchill,3,3,0,3,0
774,MT,Garfield,3,3,0,3,0
775,MT,Golden Valley,3,3,0,3,0
776,NC,Davidson,3,3,0,3,0
777,NM,Union,3,3,0,3,0
778,NM,Torrance,3,3,0,3,0
779,NM,Sierra,3,3,0,3,0
780,NM,San Juan,3,3,0,3,0
781,NM,Roosevelt,3,3,0,3,0
782,NM,Quay,3,3,0,3,0
783,NE,Seward,3,3,0,3,0
784,NE,Saunders,3,3,0,3,0
785,NE,Cedar,3,3,0,3,0
786,NE,Garfield,3,3,0,3,0
787,NE,Franklin,3,3,0,3,0
788,NE,Frontier,3,3,0,3,0
789,NE,Furnas,3,3,0,3,0
790,NE,Gage,3,3,0,3,0
791,NE,Garden,3,3,0,3,0
792,MT,Park,3,3,0,3,0
793,NE,Gosper,3,3,0,3,0
794,NE,Holt,3,3,0,3,0
795,NE,Grant,3,3,0,3,0
796,NE,Greeley,3,3,0,3,0
797,NE,Hall,3,3,0,3,0
798,NE,Hamilton,3,3,0,3,0
799,NE,Harlan,3,3,0,3,0
800,NE,Hayes,3,3,0,3,0
801,NE,Fillmore,3,3,0,3,0
802,NE,Dundy,3,3,0,3,0
803,MT,Petroleum,3,3,0,3,0
804,NE,Douglas,3,2,1,2,1
805,NE,Dodge,3,3,0,3,0
806,NE,Dixon,3,3,0,3,0
807,NE,Deuel,3,3,0,3,0
808,NE,Dawson,3,3,0,3,0
809,NE,Dawes,3,3,0,3,0
810,NE,Dakota,3,3,0,3,0
811,NE,Custer,3,3,0,3,0
812,NE,Cuming,3,3,0,3,0
813,OR,Gilliam,3,3,0,3,0
814,NE,Clay,3,3,0,3,0
815,NE,Cheyenne,3,3,0,3,0
816,NE,Cherry,3,3,0,3,0
817,NE,Chase,3,3,0,3,0
818,NE,Hitchcock,3,3,0,3,0
819,NE,Hooker,3,3,0,3,0
820,NE,Sarpy,3,3,0,3,0
821,NE,Pierce,3,3,0,3,0
822,NE,Nemaha,3,3,0,3,0
823,NE,Nuckolls,3,3,0,3,0
824,NE,Otoe,3,3,0,3,0
825,NE,Pawnee,3,3,0,3,0
826,NE,Perkins,3,3,0,3,0
827,NE,Phelps,3,3,0,3,0
828,MT,Missoula,3,1,2,1,2
829,NE,Howard,3,3,0,3,0
830,NE,Platte,3,3,0,3,0
831,NE,Polk,3,3,0,3,0
832,NE,Red Willow,3,3,0,3,0
833,NE,Richardson,3,3,0,3,0
834,NE,Rock,3,3,0,3,0
835,MT,Mineral,3,3,0,3,0
836,NE,Nance,3,3,0,3,0
837,NE,Morrill,3,3,0,3,0
838,NE,Merrick,3,3,0,3,0
839,NE,McPherson,3,3,0,3,0
840,MT,Musselshell,3,3,0,3,0
841,NE,Madison,3,3,0,3,0
842,NE,Loup,3,3,0,3,0
843,NE,Logan,3,3,0,3,0
844,NE,Lincoln,3,3,0,3,0
845,NE,Lancaster,3,2,1,2,1
846,NE,Knox,3,3,0,3,0
847,NE,Kimball,3,3,0,3,0
848,NE,Keya Paha,3,3,0,3,0
849,NE,Keith,3,3,0,3,0
850,NE,Kearney,3,3,0,3,0
851,NE,Johnson,3,3,0,3,0
852,NE,Jefferson,3,3,0,3,0
853,NE,Colfax,3,3,0,3,0
854,AK,District 1,3,3,0,3,0
855,OR,Grant,3,3,0,3,0
856,UT,Carbon,3,3,0,3,0
857,UT,Davis,3,3,0,3,0
858,UT,Duchesne,3,3,0,3,0
859,UT,Emery,3,3,0,3,0
860,UT,Garfield,3,3,0,3,0
861,UT,Iron,3,3,0,3,0
862,UT,Juab,3,3,0,3,0
863,UT,Kane,3,3,0,3,0
864,UT,Millard,3,3,0,3,0
865,UT,Morgan,3,3,0,3,0
866,UT,Piute,3,3,0,3,0
867,UT,Rich,3,3,0,3,0
868,UT,Salt Lake,3,2,1,2,1
869,UT,San Juan,3,3,0,3,0
870,UT,Sanpete,3,3,0,3,0
871,UT,Sevier,3,3,0,3,0
872,UT,Summit,3,2,1,2,1
873,UT,Tooele,3,3,0,3,0
874,UT,Daggett,3,3,0,3,0
875,UT,Cache,3,3,0,3,0
876,TX,Uvalde,3,3,0,3,0
877,UT,Box Elder,3,3,0,3,0
878,TX,Victoria,3,3,0,3,0
879,TX,Walker,3,3,0,3,0
880,TX,Waller,3,3,0,3,0
881,TX,Ward,3,3,0,3,0
882,TX,Washington,3,3,0,3,0
883,TX,Wharton,3,3,0,3,0
884,TX,Wheeler,3,3,0,3,0
885,TX,Wichita,3,3,0,3,0
886,TX,Wilbarger,3,3,0,3,0
887,TX,Williamson,3,3,0,3,0
888,TX,Wilson,3,3,0,3,0
889,TX,Winkler,3,3,0,3,0
890,TX,Wise,3,3,0,3,0
891,TX,Wood,3,3,0,3,0
892,TX,Yoakum,3,3,0,3,0
893,TX,Young,3,3,0,3,0
894,UT,Beaver,3,3,0,3,0
895,UT,Uintah,3,3,0,3,0
896,UT,Utah,3,3,0,3,0
897,UT,Wasatch,3,3,0,3,0
898,UT,Washington,3,3,0,3,0
899,VA,Covington,3,1,2,1,2
900,VA,Craig,3,3,0,3,0
901,VA,Culpeper,3,3,0,3,0
902,VA,Cumberland,3,3,0,3,0
903,VA,Danville,3,1,2,1,2
904,VA,Dinwiddie,3,3,0,3,0
905,VA,Fairfax,3,1,2,1,2
906,VA,Fairfax Town,3,1,2,1,2
907,VA,Fauquier,3,3,0,3,0
908,VA,Floyd,3,3,0,3,0
909,VA,Fluvanna,3,3,0,3,0
910,VA,Frederick,3,3,0,3,0
911,VA,Galax,3,3,0,3,0
912,VA,Giles,3,3,0,3,0
913,VA,Gloucester,3,3,0,3,0
914,VA,Goochland,3,3,0,3,0
915,VA,Grayson,3,3,0,3,0
916,VA,Colonial Heights,3,3,0,3,0
917,VA,Clarke,3,3,0,3,0
918,VA,Chesterfield,3,3,0,3,0
919,VA,Appomattox,3,3,0,3,0
920,UT,Wayne,3,3,0,3,0
921,UT,Weber,3,3,0,3,0
922,VA,Accomack,3,3,0,3,0
923,VA,Albemarle,3,1,2,1,2
924,VA,Alleghany,3,3,0,3,0
925,VA,Amelia,3,3,0,3,0
926,VA,Amherst,3,3,0,3,0
927,VA,Augusta,3,3,0,3,0
928,VA,Charlotte,3,3,0,3,0
929,VA,Bath,3,3,0,3,0
930,VA,Bland,3,3,0,3,0
931,VA,Botetourt,3,3,0,3,0
932,VA,Bristol,3,3,0,3,0
933,VA,Buena Vista,3,3,0,3,0
934,VA,Campbell,3,3,0,3,0
935,VA,Carroll,3,3,0,3,0
936,TX,Van Zandt,3,3,0,3,0
937,TX,Upton,3,3,0,3,0
938,TX,Lavaca,3,3,0,3,0
939,TX,Midland,3,3,0,3,0
940,TX,Mills,3,3,0,3,0
941,TX,Mitchell,3,3,0,3,0
942,TX,Montague,3,3,0,3,0
943,TX,Montgomery,3,3,0,3,0
944,TX,Moore,3,3,0,3,0
945,TX,Motley,3,3,0,3,0
946,TX,Nacogdoches,3,3,0,3,0
947,TX,Navarro,3,3,0,3,0
948,TX,Nolan,3,3,0,3,0
949,TX,Nueces,3,3,0,3,0
950,TX,Ochiltree,3,3,0,3,0
951,TX,Oldham,3,3,0,3,0
952,TX,Orange,3,3,0,3,0
953,TX,Palo Pinto,3,3,0,3,0
954,TX,Panola,3,3,0,3,0
955,TX,Parker,3,3,0,3,0
956,TX,Parmer,3,3,0,3,0
957,TX,Milam,3,3,0,3,0
958,TX,Menard,3,3,0,3,0
959,TX,Upshur,3,3,0,3,0
960,TX,Medina,3,3,0,3,0
961,TX,Leon,3,3,0,3,0
962,TX,Liberty,3,3,0,3,0
963,TX,Limestone,3,3,0,3,0
964,TX,Lipscomb,3,3,0,3,0
965,TX,Live Oak,3,3,0,3,0
966,TX,Llano,3,3,0,3,0
967,TX,Loving,3,3,0,3,0
968,TX,Lubbock,3,3,0,3,0
969,TX,Lynn,3,3,0,3,0
970,TX,Madison,3,3,0,3,0
971,TX,Marion,3,3,0,3,0
972,TX,Martin,3,3,0,3,0
973,TX,Mason,3,3,0,3,0
974,TX,Matagorda,3,3,0,3,0
975,TX,McCulloch,3,3,0,3,0
976,TX,McLennan,3,3,0,3,0
977,TX,McMullen,3,3,0,3,0
978,TX,Pecos,3,3,0,3,0
979,TX,Polk,3,3,0,3,0
980,TX,Potter,3,3,0,3,0
981,TX,Rains,3,3,0,3,0
982,TX,Smith,3,3,0,3,0
983,TX,Somervell,3,3,0,3,0
984,TX,Stephens,3,3,0,3,0
985,TX,Sterling,3,3,0,3,0
986,TX,Stonewall,3,3,0,3,0
987,TX,Sutton,3,3,0,3,0
988,TX,Swisher,3,3,0,3,0
989,TX,Tarrant,3,3,0,3,0
990,TX,Taylor,3,3,0,3,0
991,TX,Terrell,3,3,0,3,0
992,TX,Terry,3,3,0,3,0
993,TX,Throckmorton,3,3,0,3,0
994,TX,Titus,3,3,0,3,0
995,TX,Tom Green,3,3,0,3,0
996,TX,Travis,3,1,2,1,2
997,TX,Trinity,3,3,0,3,0
998,TX,Tyler,3,3,0,3,0
999,TX,Sherman,3,3,0,3,0
1000,TX,Shelby,3,3,0,3,0
1001,TX,Shackelford,3,3,0,3,0
1002,TX,Rockwall,3,3,0,3,0
1003,TX,Randall,3,3,0,3,0
1004,TX,Reagan,3,3,0,3,0
1005,TX,Real,3,3,0,3,0
1006,TX,Red River,3,3,0,3,0
1007,TX,Reeves,3,1,2,1,2
1008,TX,Refugio,3,3,0,3,0
1009,TX,Roberts,3,3,0,3,0
1010,TX,Runnels,3,3,0,3,0
1011,TX,Scurry,3,3,0,3,0
1012,TX,Rusk,3,3,0,3,0
1013,TX,Sabine,3,3,0,3,0
1014,TX,San Augustine,3,3,0,3,0
1015,TX,San Jacinto,3,3,0,3,0
1016,TX,San Patricio,3,3,0,3,0
1017,TX,San Saba,3,3,0,3,0
1018,TX,Schleicher,3,3,0,3,0
1019,VA,Greene,3,3,0,3,0
1020,VA,Halifax,3,3,0,3,0
1021,VA,Hanover,3,3,0,3,0
1022,WV,Berkeley,3,3,0,3,0
1023,WV,Calhoun,3,3,0,3,0
1024,WV,Clay,3,3,0,3,0
1025,WV,Doddridge,3,3,0,3,0
1026,WV,Gilmer,3,3,0,3,0
1027,WV,Grant,3,3,0,3,0
1028,WV,Greenbrier,3,3,0,3,0
1029,WV,Hampshire,3,3,0,3,0
1030,WV,Hancock,3,3,0,3,0
1031,WV,Hardy,3,3,0,3,0
1032,WV,Jackson,3,3,0,3,0
1033,WV,Lewis,3,3,0,3,0
1034,WV,Marshall,3,3,0,3,0
1035,WV,Mason,3,3,0,3,0
1036,WV,Mercer,3,3,0,3,0
1037,WV,Mineral,3,3,0,3,0
1038,WV,Monroe,3,3,0,3,0
1039,WV,Morgan,3,3,0,3,0
1040,WV,Cabell,3,3,0,3,0
1041,WV,Barbour,3,3,0,3,0
1042,VA,Henry,3,3,0,3,0
1043,WI,Waukesha,3,3,0,3,0
1044,WI,Green Lake,3,3,0,3,0
1045,WI,Iron,3,2,1,2,1
1046,WI,Jackson,3,1,2,1,2
1047,WI,Kenosha,3,1,2,1,2
1048,WI,Lafayette,3,1,2,1,2
1049,WI,Ozaukee,3,3,0,3,0
1050,WI,Pepin,3,1,2,1,2
1051,WI,Polk,3,3,0,3,0
1052,WI,Sauk,3,1,2,1,2
1053,WI,Sheboygan,3,3,0,3,0
1054,WI,St. Croix,3,3,0,3,0
1055,WI,Taylor,3,3,0,3,0
1056,WI,Trempealeau,3,1,2,1,2
1057,WI,Vernon,3,1,2,1,2
1058,WI,Vilas,3,3,0,3,0
1059,WI,Walworth,3,3,0,3,0
1060,WI,Washington,3,3,0,3,0
1061,WV,Nicholas,3,3,0,3,0
1062,WV,Ohio,3,3,0,3,0
1063,WV,Pendleton,3,3,0,3,0
1064,WV,Pleasants,3,3,0,3,0
1065,WY,Crook,3,3,0,3,0
1066,WY,Fremont,3,3,0,3,0
1067,WY,Goshen,3,3,0,3,0
1068,WY,Hot Springs,3,3,0,3,0
1069,WY,Johnson,3,3,0,3,0
1070,WY,Laramie,3,3,0,3,0
1071,WY,Lincoln,3,3,0,3,0
1072,WY,Natrona,3,3,0,3,0
1073,WY,Niobrara,3,3,0,3,0
1074,WY,Park,3,3,0,3,0
1075,WY,Platte,3,3,0,3,0
1076,WY,Sheridan,3,3,0,3,0
1077,WY,Sublette,3,3,0,3,0
1078,WY,Sweetwater,3,3,0,3,0
1079,WY,Teton,3,1,2,1,2
1080,WY,Uinta,3,3,0,3,0
1081,WY,Washakie,3,3,0,3,0
1082,WY,Converse,3,3,0,3,0
1083,WY,Carbon,3,3,0,3,0
1084,WY,Campbell,3,3,0,3,0
1085,WV,Summers,3,3,0,3,0
1086,WV,Pocahontas,3,3,0,3,0
1087,WV,Preston,3,3,0,3,0
1088,WV,Putnam,3,3,0,3,0
1089,WV,Raleigh,3,3,0,3,0
1090,WV,Randolph,3,3,0,3,0
1091,WV,Ritchie,3,3,0,3,0
1092,WV,Roane,3,3,0,3,0
1093,WV,Taylor,3,3,0,3,0
1094,WY,Big Horn,3,3,0,3,0
1095,WV,Tucker,3,3,0,3,0
1096,WV,Tyler,3,3,0,3,0
1097,WV,Upshur,3,3,0,3,0
1098,WV,Wayne,3,3,0,3,0
1099,WV,Wetzel,3,3,0,3,0
1100,WV,Wirt,3,3,0,3,0
1101,WV,Wood,3,3,0,3,0
1102,WI,Grant,3,1,2,1,2
1103,WI,Fond du Lac,3,3,0,3,0
1104,WI,Florence,3,3,0,3,0
1105,VA,Virginia Beach,3,3,0,3,0
1106,VA,Patrick,3,3,0,3,0
1107,VA,Pittsylvania,3,3,0,3,0
1108,VA,Poquoson,3,3,0,3,0
1109,VA,Powhatan,3,3,0,3,0
1110,VA,Prince Edward,3,1,2,1,2
1111,VA,Prince George,3,3,0,3,0
1112,VA,Pulaski,3,3,0,3,0
1113,VA,Rappahannock,3,3,0,3,0
1114,VA,Rockbridge,3,3,0,3,0
1115,VA,Rockingham,3,3,0,3,0
1116,VA,Salem,3,3,0,3,0
1117,VA,Scott,3,3,0,3,0
1118,VA,Shenandoah,3,3,0,3,0
1119,VA,Smyth,3,3,0,3,0
1120,VA,Spotsylvania,3,3,0,3,0
1121,VA,Stafford,3,3,0,3,0
1122,VA,Suffolk,3,1,2,1,2
1123,VA,Page,3,3,0,3,0
1124,VA,Orange,3,3,0,3,0
1125,VA,Nottoway,3,3,0,3,0
1126,VA,Louisa,3,3,0,3,0
1127,VA,Highland,3,3,0,3,0
1128,VA,Isle of Wight,3,3,0,3,0
1129,VA,James City,3,3,0,3,0
1130,VA,King George,3,3,0,3,0
1131,VA,King William,3,3,0,3,0
1132,VA,Lancaster,3,3,0,3,0
1133,VA,Lee,3,3,0,3,0
1134,VA,Lunenburg,3,3,0,3,0
1135,VA,Northumberland,3,3,0,3,0
1136,VA,Lynchburg,3,3,0,3,0
1137,VA,Madison,3,3,0,3,0
1138,VA,Mathews,3,3,0,3,0
1139,VA,Mecklenburg,3,3,0,3,0
1140,VA,Middlesex,3,3,0,3,0
1141,VA,Montgomery,3,2,1,2,1
1142,VA,New Kent,3,3,0,3,0
1143,VA,Tazewell,3,3,0,3,0
1144,VA,Warren,3,3,0,3,0
1145,WI,Dunn,3,1,2,1,2
1146,VA,Washington,3,3,0,3,0
1147,WA,Kittitas,3,3,0,3,0
1148,WA,Lewis,3,3,0,3,0
1149,WA,Lincoln,3,3,0,3,0
1150,WA,Mason,3,1,2,1,2
1151,WA,Okanogan,3,3,0,3,0
1152,WA,Pacific,3,1,2,1,2
1153,WA,Pend Oreille,3,3,0,3,0
1154,WA,Spokane,3,3,0,3,0
1155,WA,Stevens,3,3,0,3,0
1156,WA,Walla Walla,3,3,0,3,0
1157,WA,Whatcom,3,1,2,1,2
1158,WA,Whitman,3,2,1,2,1
1159,WA,Yakima,3,3,0,3,0
1160,WI,Adams,3,1,2,1,2
1161,WI,Buffalo,3,1,2,1,2
1162,WI,Crawford,3,1,2,1,2
1163,WI,Dodge,3,3,0,3,0
1164,WA,Grays Harbor,3,1,2,1,2
1165,WA,Grant,3,3,0,3,0
1166,WA,Garfield,3,3,0,3,0
1167,VT,Orleans,3,1,2,1,2
1168,VA,Waynesboro,3,3,0,3,0
1169,VA,Williamsburg,3,1,2,1,2
1170,VA,Wise,3,3,0,3,0
1171,VA,Wythe,3,3,0,3,0
1172,VA,York,3,3,0,3,0
1173,VT,Caledonia,3,1,2,1,2
1174,VT,Orange,3,1,2,1,2
1175,WA,Adams,3,3,0,3,0
1176,WA,Franklin,3,3,0,3,0
1177,WA,Asotin,3,3,0,3,0
1178,WA,Benton,3,3,0,3,0
1179,WA,Chelan,3,3,0,3,0
1180,WA,Columbia,3,3,0,3,0
1181,WA,Cowlitz,3,1,2,1,2
1182,WA,Douglas,3,3,0,3,0
1183,WA,Ferry,3,3,0,3,0
1184,TX,Lee,3,3,0,3,0
1185,TX,Lampasas,3,3,0,3,0
1186,OR,Harney,3,3,0,3,0
1187,SD,Custer,3,3,0,3,0
1188,SD,Deuel,3,3,0,3,0
1189,SD,Douglas,3,3,0,3,0
1190,SD,Edmunds,3,3,0,3,0
1191,SD,Fall River,3,3,0,3,0
1192,SD,Faulk,3,3,0,3,0
1193,SD,Grant,3,3,0,3,0
1194,SD,Gregory,3,3,0,3,0
1195,SD,Haakon,3,3,0,3,0
1196,SD,Hamlin,3,3,0,3,0
1197,SD,Hand,3,3,0,3,0
1198,SD,Hanson,3,3,0,3,0
1199,SD,Harding,3,3,0,3,0
1200,SD,Hughes,3,3,0,3,0
1201,SD,Hutchinson,3,3,0,3,0
1202,SD,Hyde,3,3,0,3,0
1203,SD,Jackson,3,3,0,3,0
1204,SD,Jerauld,3,3,0,3,0
1205,SD,Davison,3,3,0,3,0
1206,SD,Codington,3,3,0,3,0
1207,SC,Laurens,3,3,0,3,0
1208,SD,Clark,3,3,0,3,0
1209,SC,McCormick,3,1,2,1,2
1210,SC,Newberry,3,3,0,3,0
1211,SC,Oconee,3,3,0,3,0
1212,SC,Pickens,3,3,0,3,0
1213,SC,Saluda,3,3,0,3,0
1214,SC,Spartanburg,3,3,0,3,0
1215,SC,Sumter,3,1,2,1,2
1216,SC,Union,3,3,0,3,0
1217,SC,York,3,3,0,3,0
1218,SD,Aurora,3,3,0,3,0
1219,SD,Beadle,3,3,0,3,0
1220,SD,Bennett,3,3,0,3,0
1221,SD,Bon Homme,3,3,0,3,0
1222,SD,Brule,3,3,0,3,0
1223,SD,Butte,3,3,0,3,0
1224,SD,Campbell,3,3,0,3,0
1225,SD,Charles Mix,3,3,0,3,0
1226,SD,Jones,3,3,0,3,0
1227,SD,Kingsbury,3,3,0,3,0
1228,SD,Lawrence,3,3,0,3,0
1229,SD,Lincoln,3,3,0,3,0
1230,TN,Bradley,3,3,0,3,0
1231,TN,Carroll,3,3,0,3,0
1232,TN,Carter,3,3,0,3,0
1233,TN,Cheatham,3,3,0,3,0
1234,TN,Chester,3,3,0,3,0
1235,TN,Claiborne,3,3,0,3,0
1236,TN,Cocke,3,3,0,3,0
1237,TN,Coffee,3,3,0,3,0
1238,TN,Cumberland,3,3,0,3,0
1239,TN,Dyer,3,3,0,3,0
1240,TN,Fayette,3,3,0,3,0
1241,TN,Fentress,3,3,0,3,0
1242,TN,Grainger,3,3,0,3,0
1243,TN,Greene,3,3,0,3,0
1244,TN,Hamblen,3,3,0,3,0
1245,TN,Hamilton,3,3,0,3,0
1246,TN,Hancock,3,3,0,3,0
1247,TN,Blount,3,3,0,3,0
1248,TN,Bledsoe,3,3,0,3,0
1249,TN,Anderson,3,3,0,3,0
1250,SD,Potter,3,3,0,3,0
1251,SD,Lyman,3,3,0,3,0
1252,SD,McCook,3,3,0,3,0
1253,SD,McPherson,3,3,0,3,0
1254,SD,Meade,3,3,0,3,0
1255,SD,Mellette,3,3,0,3,0
1256,SD,Pennington,3,3,0,3,0
1257,SD,Perkins,3,3,0,3,0
1258,SD,Sanborn,3,3,0,3,0
1259,SD,Yankton,3,3,0,3,0
1260,SD,Spink,3,3,0,3,0
1261,SD,Stanley,3,3,0,3,0
1262,SD,Sully,3,3,0,3,0
1263,SD,Tripp,3,3,0,3,0
1264,SD,Turner,3,3,0,3,0
1265,SD,Union,3,3,0,3,0
1266,SD,Walworth,3,3,0,3,0
1267,SC,Lexington,3,3,0,3,0
1268,SC,Lancaster,3,3,0,3,0
1269,TX,Lamb,3,3,0,3,0
1270,PA,Butler,3,3,0,3,0
1271,PA,Cameron,3,3,0,3,0
1272,PA,Carbon,3,2,1,2,1
1273,PA,Chester,3,2,1,2,1
1274,PA,Clarion,3,3,0,3,0
1275,PA,Clearfield,3,3,0,3,0
1276,PA,Clinton,3,3,0,3,0
1277,PA,Columbia,3,3,0,3,0
1278,PA,Crawford,3,3,0,3,0
1279,PA,Cumberland,3,3,0,3,0
1280,PA,Erie,3,1,2,1,2
1281,PA,Forest,3,3,0,3,0
1282,PA,Franklin,3,3,0,3,0
1283,PA,Fulton,3,3,0,3,0
1284,PA,Huntingdon,3,3,0,3,0
1285,PA,Indiana,3,3,0,3,0
1286,PA,Jefferson,3,3,0,3,0
1287,PA,Juniata,3,3,0,3,0
1288,PA,Cambria,3,2,1,2,1
1289,PA,Bradford,3,3,0,3,0
1290,SC,Kershaw,3,3,0,3,0
1291,PA,Blair,3,3,0,3,0
1292,OR,Jefferson,3,3,0,3,0
1293,OR,Josephine,3,3,0,3,0
1294,OR,Klamath,3,3,0,3,0
1295,OR,Lake,3,3,0,3,0
1296,OR,Linn,3,3,0,3,0
1297,OR,Malheur,3,3,0,3,0
1298,OR,Morrow,3,3,0,3,0
1299,OR,Polk,3,3,0,3,0
1300,OR,Sherman,3,3,0,3,0
1301,OR,Umatilla,3,3,0,3,0
1302,OR,Union,3,3,0,3,0
1303,OR,Wallowa,3,3,0,3,0
1304,OR,Wheeler,3,3,0,3,0
1305,OR,Yamhill,3,3,0,3,0
1306,PA,Adams,3,3,0,3,0
1307,PA,Armstrong,3,3,0,3,0
1308,PA,Bedford,3,3,0,3,0
1309,PA,Lancaster,3,3,0,3,0
1310,PA,Lebanon,3,3,0,3,0
1311,PA,Luzerne,3,1,2,1,2
1312,PA,Lycoming,3,3,0,3,0
1313,PA,York,3,3,0,3,0
1314,RI,Kent,3,1,2,1,2
1315,SC,Abbeville,3,3,0,3,0
1316,SC,Aiken,3,3,0,3,0
1317,SC,Anderson,3,3,0,3,0
1318,SC,Beaufort,3,3,0,3,0
1319,SC,Berkeley,3,3,0,3,0
1320,MO,Stone,3,3,0,3,0
1321,SC,Cherokee,3,3,0,3,0
1322,SC,Chesterfield,3,3,0,3,0
1323,SC,Dorchester,3,3,0,3,0
1324,SC,Edgefield,3,3,0,3,0
1325,SC,Florence,3,3,0,3,0
1326,SC,Georgetown,3,3,0,3,0
1327,SC,Greenville,3,3,0,3,0
1328,SC,Greenwood,3,3,0,3,0
1329,SC,Horry,3,3,0,3,0
1330,PA,Wyoming,3,3,0,3,0
1331,PA,Westmoreland,3,3,0,3,0
1332,PA,Wayne,3,3,0,3,0
1333,PA,Potter,3,3,0,3,0
1334,PA,McKean,3,3,0,3,0
1335,PA,Mifflin,3,3,0,3,0
1336,PA,Montour,3,3,0,3,0
1337,PA,Northampton,3,1,2,1,2
1338,PA,Northumberland,3,3,0,3,0
1339,PA,Perry,3,3,0,3,0
1340,PA,Pike,3,3,0,3,0
1341,PA,Schuylkill,3,3,0,3,0
1342,PA,Warren,3,3,0,3,0
1343,PA,Snyder,3,3,0,3,0
1344,PA,Somerset,3,3,0,3,0
1345,PA,Sullivan,3,3,0,3,0
1346,PA,Susquehanna,3,3,0,3,0
1347,PA,Tioga,3,3,0,3,0
1348,PA,Union,3,3,0,3,0
1349,PA,Venango,3,3,0,3,0
1350,TN,Hardeman,3,1,2,1,2
1351,TN,Hardin,3,3,0,3,0
1352,TN,Hawkins,3,3,0,3,0
1353,TX,Falls,3,3,0,3,0
1354,TX,Fayette,3,3,0,3,0
1355,TX,Fisher,3,3,0,3,0
1356,TX,Floyd,3,3,0,3,0
1357,TX,Foard,3,3,0,3,0
1358,TX,Franklin,3,3,0,3,0
1359,TX,Freestone,3,3,0,3,0
1360,TX,Frio,3,1,2,1,2
1361,TX,Gaines,3,3,0,3,0
1362,TX,Galveston,3,3,0,3,0
